  UP pe -0.284128000 ac -0.000006294 pa -0.000943847 int  0.999050 
  UP pe -0.287587000 ac -0.000012664 pa -0.000955337 int  0.999032 
  UP pe -0.284743000 ac -0.000018971 pa -0.000945890 int  0.999035 
  UP pe -0.284767000 ac -0.000025279 pa -0.000945970 int  0.999029 
  UP pe -0.282892000 ac -0.000031545 pa -0.000939741 int  0.999029 
  UP pe -0.281189000 ac -0.000037773 pa -0.000934084 int  0.999028 
  UP pe -0.283346000 ac -0.000044050 pa -0.000941249 int  0.999015 
  UP pe -0.282375000 ac -0.000050304 pa -0.000938024 int  0.999012 
  UP pe -0.280113000 ac -0.000056509 pa -0.000930509 int  0.999013 
  UP pe -0.279360000 ac -0.000062697 pa -0.000928008 int  0.999009 
  UP pe -0.277369000 ac -0.000068841 pa -0.000921394 int  0.999010 
  UP pe -0.278771000 ac -0.000075016 pa -0.000926051 int  0.998999 
  UP pe -0.274203000 ac -0.000081090 pa -0.000910877 int  0.999008 
  UP pe -0.276669000 ac -0.000087218 pa -0.000919069 int  0.998994 
  UP pe -0.273051000 ac -0.000093266 pa -0.000907050 int  0.999000 
  UP pe -0.270730000 ac -0.000099263 pa -0.000899340 int  0.999001 
  UP pe -0.273171000 ac -0.000105314 pa -0.000907449 int  0.998987 
  UP pe -0.269204000 ac -0.000111277 pa -0.000894271 int  0.998994 
  UP pe -0.267502000 ac -0.000117202 pa -0.000888617 int  0.998994 
  UP pe -0.269830000 ac -0.000123179 pa -0.000896350 int  0.998980 
  UP pe -0.269704000 ac -0.000129153 pa -0.000895932 int  0.998975 
  UP pe -0.268257000 ac -0.000135095 pa -0.000891125 int  0.998974 
  UP pe -0.265196000 ac -0.000140969 pa -0.000880957 int  0.998978 
  UP pe -0.265273000 ac -0.000146845 pa -0.000881212 int  0.998972 
  UP pe -0.264886000 ac -0.000152713 pa -0.000879927 int  0.998967 
  UP pe -0.263168000 ac -0.000158542 pa -0.000874220 int  0.998967 
  UP pe -0.260617000 ac -0.000164315 pa -0.000865746 int  0.998970 
  UP pe -0.262488000 ac -0.000170129 pa -0.000871961 int  0.998958 
  UP pe -0.257295000 ac -0.000175828 pa -0.000854710 int  0.998969 
  UP pe -0.257358000 ac -0.000181529 pa -0.000854919 int  0.998964 
  UP pe -0.255495000 ac -0.000187188 pa -0.000848731 int  0.998964 
  UP pe -0.253589000 ac -0.000192805 pa -0.000842399 int  0.998965 
  UP pe -0.253337000 ac -0.000198417 pa -0.000841562 int  0.998960 
  UP pe -0.253286000 ac -0.000204027 pa -0.000841393 int  0.998955 
  UP pe -0.252239000 ac -0.000209614 pa -0.000837915 int  0.998952 
  UP pe -0.250901000 ac -0.000215172 pa -0.000833470 int  0.998951 
  UP pe -0.251899000 ac -0.000220752 pa -0.000836785 int  0.998942 
  UP pe -0.248582000 ac -0.000226258 pa -0.000825766 int  0.998948 
  UP pe -0.251141000 ac -0.000231821 pa -0.000834267 int  0.998934 
  UP pe -0.247004000 ac -0.000237292 pa -0.000820524 int  0.998942 
  UP pe -0.247680000 ac -0.000242778 pa -0.000822770 int  0.998934 
  UP pe -0.245569000 ac -0.000248218 pa -0.000815757 int  0.998936 
  UP pe -0.242381000 ac -0.000253587 pa -0.000805167 int  0.998941 
  UP pe -0.240816000 ac -0.000258921 pa -0.000799968 int  0.998941 
  UP pe -0.241053000 ac -0.000264260 pa -0.000800756 int  0.998935 
  UP pe -0.240237000 ac -0.000269582 pa -0.000798045 int  0.998932 
  UP pe -0.242470000 ac -0.000274953 pa -0.000805463 int  0.998920 
  UP pe -0.237182000 ac -0.000280206 pa -0.000787897 int  0.998932 
  UP pe -0.237130000 ac -0.000285459 pa -0.000787724 int  0.998927 
  UP pe -0.235025000 ac -0.000290665 pa -0.000780731 int  0.998929 
  UP pe -0.236971000 ac -0.000295914 pa -0.000787196 int  0.998917 
  UP pe -0.233926000 ac -0.000301095 pa -0.000777080 int  0.998922 
  UP pe -0.235155000 ac -0.000306304 pa -0.000781163 int  0.998913 
  UP pe -0.231168000 ac -0.000311425 pa -0.000767919 int  0.998921 
  UP pe -0.228979000 ac -0.000316497 pa -0.000760647 int  0.998923 
  UP pe -0.231044000 ac -0.000321614 pa -0.000767507 int  0.998911 
  UP pe -0.230065000 ac -0.000326710 pa -0.000764255 int  0.998909 
  UP pe -0.226487000 ac -0.000331727 pa -0.000752369 int  0.998916 
  UP pe -0.227638000 ac -0.000336769 pa -0.000756192 int  0.998907 
  UP pe -0.226116000 ac -0.000341778 pa -0.000751136 int  0.998907 
  UP pe -0.225205000 ac -0.000346766 pa -0.000748110 int  0.998905 
  UP pe -0.225417000 ac -0.000351760 pa -0.000748814 int  0.998899 
  UP pe -0.223098000 ac -0.000356701 pa -0.000741111 int  0.998902 
  UP pe -0.222834000 ac -0.000361637 pa -0.000740234 int  0.998898 
  UP pe -0.222848000 ac -0.000366573 pa -0.000740280 int  0.998893 
  UP pe -0.220572000 ac -0.000371459 pa -0.000732720 int  0.998896 
  UP pe -0.219949000 ac -0.000376331 pa -0.000730650 int  0.998893 
  UP pe -0.218158000 ac -0.000381163 pa -0.000724701 int  0.998894 
  UP pe -0.217256000 ac -0.000385976 pa -0.000721704 int  0.998892 
  UP pe -0.216536000 ac -0.000390772 pa -0.000719313 int  0.998890 
  UP pe -0.215241000 ac -0.000395540 pa -0.000715011 int  0.998889 
  UP pe -0.211338000 ac -0.000400221 pa -0.000702045 int  0.998898 
  UP pe -0.209536000 ac -0.000404862 pa -0.000696059 int  0.998899 
  UP pe -0.212718000 ac -0.000409574 pa -0.000706629 int  0.998884 
  UP pe -0.208189000 ac -0.000414186 pa -0.000691585 int  0.998894 
  UP pe -0.207586000 ac -0.000418784 pa -0.000689581 int  0.998892 
  UP pe -0.209469000 ac -0.000423424 pa -0.000695837 int  0.998881 
  UP pe -0.208428000 ac -0.000428041 pa -0.000692379 int  0.998880 
  UP pe -0.203540000 ac -0.000432549 pa -0.000676141 int  0.998891 
  UP pe -0.202555000 ac -0.000437036 pa -0.000672869 int  0.998890 
  UP pe -0.204291000 ac -0.000441561 pa -0.000678636 int  0.998880 
  UP pe -0.202273000 ac -0.000446041 pa -0.000671932 int  0.998882 
  UP pe -0.200869000 ac -0.000450491 pa -0.000667268 int  0.998882 
  UP pe -0.199755000 ac -0.000454915 pa -0.000663568 int  0.998882 
  UP pe -0.199932000 ac -0.000459344 pa -0.000664156 int  0.998877 
  UP pe -0.196146000 ac -0.000463689 pa -0.000651579 int  0.998885 
  UP pe -0.198325000 ac -0.000468082 pa -0.000658817 int  0.998873 
  UP pe -0.195016000 ac -0.000472401 pa -0.000647825 int  0.998880 
  UP pe -0.193647000 ac -0.000476691 pa -0.000643277 int  0.998880 
  UP pe -0.192952000 ac -0.000480965 pa -0.000640969 int  0.998878 
  UP pe -0.189217000 ac -0.000485156 pa -0.000628561 int  0.998886 
  UP pe -0.193069000 ac -0.000489433 pa -0.000641357 int  0.998869 
  UP pe -0.187358000 ac -0.000493583 pa -0.000622386 int  0.998884 
  UP pe -0.187427000 ac -0.000497734 pa -0.000622615 int  0.998880 
  UP pe -0.186951000 ac -0.000501875 pa -0.000621034 int  0.998877 
  UP pe -0.188562000 ac -0.000506052 pa -0.000626385 int  0.998868 
  UP pe -0.186206000 ac -0.000510177 pa -0.000618559 int  0.998871 
  UP pe -0.182568000 ac -0.000514221 pa -0.000606474 int  0.998879 
  UP pe -0.181903000 ac -0.000518250 pa -0.000604265 int  0.998877 
  UP pe -0.181644000 ac -0.000522273 pa -0.000603405 int  0.998874 
  UP pe -0.182330000 ac -0.000526312 pa -0.000605683 int  0.998868 
  UP pe -0.181342000 ac -0.000530329 pa -0.000602401 int  0.998867 
  UP pe -0.179328000 ac -0.000534301 pa -0.000595711 int  0.998870 
  UP pe -0.179172000 ac -0.000538270 pa -0.000595193 int  0.998867 
  UP pe -0.176070000 ac -0.000542170 pa -0.000584888 int  0.998873 
  UP pe -0.175736000 ac -0.000546063 pa -0.000583779 int  0.998870 
  UP pe -0.176072000 ac -0.000549963 pa -0.000584895 int  0.998865 
  UP pe -0.172219000 ac -0.000553777 pa -0.000572096 int  0.998874 
  UP pe -0.170599000 ac -0.000557556 pa -0.000566714 int  0.998876 
  UP pe -0.172260000 ac -0.000561372 pa -0.000572232 int  0.998866 
  UP pe -0.170221000 ac -0.000565142 pa -0.000565458 int  0.998869 
  UP pe -0.169599000 ac -0.000568899 pa -0.000563392 int  0.998868 
  UP pe -0.167017000 ac -0.000572599 pa -0.000554815 int  0.998873 
  UP pe -0.168144000 ac -0.000576323 pa -0.000558559 int  0.998865 
  UP pe -0.162784000 ac -0.000579929 pa -0.000540753 int  0.998879 
  UP pe -0.161407000 ac -0.000583504 pa -0.000536179 int  0.998880 
  UP pe -0.160860000 ac -0.000587067 pa -0.000534362 int  0.998879 
  UP pe -0.159130000 ac -0.000590592 pa -0.000528615 int  0.998881 
  UP pe -0.159299000 ac -0.000594120 pa -0.000529177 int  0.998877 
  UP pe -0.159994000 ac -0.000597664 pa -0.000531485 int  0.998871 
  UP pe -0.156827000 ac -0.000601138 pa -0.000520965 int  0.998878 
  UP pe -0.154488000 ac -0.000604560 pa -0.000513195 int  0.998882 
  UP pe -0.154888000 ac -0.000607991 pa -0.000514524 int  0.998877 
  UP pe -0.153635000 ac -0.000611394 pa -0.000510361 int  0.998878 
  UP pe -0.152728000 ac -0.000614777 pa -0.000507348 int  0.998878 
  UP pe -0.154078000 ac -0.000618190 pa -0.000511833 int  0.998870 
  UP pe -0.149185000 ac -0.000621495 pa -0.000495579 int  0.998883 
  UP pe -0.151960000 ac -0.000624861 pa -0.000504797 int  0.998870 
  UP pe -0.150820000 ac -0.000628201 pa -0.000501010 int  0.998871 
  UP pe -0.146269000 ac -0.000631441 pa -0.000485892 int  0.998883 
  UP pe -0.144545000 ac -0.000634643 pa -0.000480165 int  0.998885 
  UP pe -0.144892000 ac -0.000637852 pa -0.000481318 int  0.998881 
  UP pe -0.142386000 ac -0.000641006 pa -0.000472993 int  0.998886 
  UP pe -0.143455000 ac -0.000644184 pa -0.000476544 int  0.998879 
