  UP pe -0.012855000 ac -0.000000003 pa -0.000004283 int  0.024996 
  UP pe -0.010601000 ac -0.000000005 pa -0.000003532 int  0.024996 
  UP pe -0.011226000 ac -0.000000008 pa -0.000003740 int  0.024996 
  UP pe -0.010085000 ac -0.000000010 pa -0.000003360 int  0.024997 
  UP pe -0.009990000 ac -0.000000012 pa -0.000003329 int  0.024997 
  UP pe -0.012775000 ac -0.000000015 pa -0.000004256 int  0.024996 
  UP pe -0.012936000 ac -0.000000018 pa -0.000004310 int  0.024996 
  UP pe -0.011400000 ac -0.000000020 pa -0.000003798 int  0.024996 
  UP pe -0.011596000 ac -0.000000023 pa -0.000003864 int  0.024996 
  UP pe -0.010820000 ac -0.000000025 pa -0.000003605 int  0.024996 
  UP pe -0.012777000 ac -0.000000028 pa -0.000004257 int  0.024996 
  UP pe -0.009557000 ac -0.000000030 pa -0.000003184 int  0.024997 
  UP pe -0.013448000 ac -0.000000033 pa -0.000004481 int  0.024995 
  UP pe -0.010376000 ac -0.000000036 pa -0.000003457 int  0.024997 
  UP pe -0.009253000 ac -0.000000038 pa -0.000003083 int  0.024997 
  UP pe -0.012850000 ac -0.000000041 pa -0.000004281 int  0.024996 
  UP pe -0.009564000 ac -0.000000043 pa -0.000003187 int  0.024997 
  UP pe -0.009030000 ac -0.000000045 pa -0.000003009 int  0.024997 
  UP pe -0.012078000 ac -0.000000047 pa -0.000004024 int  0.024996 
  UP pe -0.013142000 ac -0.000000050 pa -0.000004379 int  0.024996 
  UP pe -0.012828000 ac -0.000000053 pa -0.000004274 int  0.024996 
  UP pe -0.010516000 ac -0.000000055 pa -0.000003504 int  0.024996 
  UP pe -0.011595000 ac -0.000000058 pa -0.000003863 int  0.024996 
  UP pe -0.012397000 ac -0.000000061 pa -0.000004131 int  0.024996 
  UP pe -0.011924000 ac -0.000000063 pa -0.000003973 int  0.024996 
  UP pe -0.010353000 ac -0.000000066 pa -0.000003450 int  0.024996 
  UP pe -0.013043000 ac -0.000000069 pa -0.000004346 int  0.024996 
  UP pe -0.008955000 ac -0.000000071 pa -0.000002984 int  0.024997 
  UP pe -0.010197000 ac -0.000000073 pa -0.000003398 int  0.024997 
  UP pe -0.009513000 ac -0.000000075 pa -0.000003170 int  0.024997 
  UP pe -0.008532000 ac -0.000000077 pa -0.000002843 int  0.024997 
  UP pe -0.008736000 ac -0.000000079 pa -0.000002911 int  0.024997 
  UP pe -0.010235000 ac -0.000000081 pa -0.000003410 int  0.024997 
  UP pe -0.009790000 ac -0.000000083 pa -0.000003262 int  0.024997 
  UP pe -0.009974000 ac -0.000000086 pa -0.000003323 int  0.024997 
  UP pe -0.011828000 ac -0.000000088 pa -0.000003941 int  0.024996 
  UP pe -0.009801000 ac -0.000000090 pa -0.000003266 int  0.024997 
  UP pe -0.013080000 ac -0.000000093 pa -0.000004358 int  0.024996 
  UP pe -0.010197000 ac -0.000000096 pa -0.000003398 int  0.024997 
  UP pe -0.012156000 ac -0.000000098 pa -0.000004050 int  0.024996 
  UP pe -0.010971000 ac -0.000000101 pa -0.000003655 int  0.024996 
  UP pe -0.008411000 ac -0.000000103 pa -0.000002802 int  0.024997 
  UP pe -0.008356000 ac -0.000000104 pa -0.000002784 int  0.024997 
  UP pe -0.009325000 ac -0.000000106 pa -0.000003107 int  0.024997 
  UP pe -0.009562000 ac -0.000000109 pa -0.000003186 int  0.024997 
  UP pe -0.012810000 ac -0.000000111 pa -0.000004268 int  0.024996 
  UP pe -0.008320000 ac -0.000000113 pa -0.000002772 int  0.024997 
